Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Date,Month
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,9.24,3,0.0,4.4352,2023-09-20 16:06:11.780246168,2023-09
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,32.34,10,0.7,-23.716,2023-04-26 16:11:23.038126688,2023-04
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Paper,56.064,4,0.2,19.6224,2022-12-22 11:46:22.948063644,2022-12
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,108.72,5,0.2,36.693,2022-06-02 18:13:43.536475532,2022-06
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Furniture,Bookcases,181.47,5,0.7,-320.597,2023-07-26 22:28:21.110777544,2023-07
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,16.176,3,0.2,6.066,2022-03-03 11:56:45.463824677,2022-03
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,122.352,3,0.2,13.7646,2023-06-12 06:58:02.197538280,2023-06
First Class,Home Office,United States,San Diego,California,92105,West,Furniture,Chairs,585.552,3,0.2,73.194,2023-05-05 17:17:31.576103272,2023-05
First Class,Home Office,United States,San Diego,California,92105,West,Office Supplies,Paper,19.44,3,0.0,9.3312,2023-01-04 13:10:14.950465324,2023-01
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Appliances,123.92,5,0.2,9.294,2023-08-15 11:41:37.628339840,2023-08
Standard Class,Consumer,United States,Parker,Colorado,80134,West,Furniture,Furnishings,13.36,5,0.2,4.008,2022-11-16 14:22:00.684479136,2022-11
Standard Class,Consumer,United States,Parker,Colorado,80134,West,Office Supplies,Storage,78.256,2,0.2,-17.6076,2023-11-13 20:58:00.036025216,2023-11
Standard Class,Consumer,United States,Parker,Colorado,80134,West,Furniture,Bookcases,102.018,7,0.7,-183.6324,2022-07-07 09:52:15.274692284,2022-07
Same Day,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Storage,750.68,2,0.0,37.534,2023-02-06 09:02:32.386670668,2023-02
First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Labels,44.4,3,0.0,22.2,2022-05-31 22:27:29.234464124,2022-05
First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Storage,84.55,5,0.0,22.8285,2022-10-05 03:23:10.933653556,2022-10
First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Paper,17.94,3,0.0,8.7906,2023-02-19 03:26:12.500750524,2023-02
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Binders,128.4,3,0.0,62.916,2023-11-30 01:38:59.837886520,2023-11
Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,1.869,1,0.7,-1.3083,2023-09-01 16:53:19.039327528,2023-09
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Phones,103.192,1,0.2,11.6091,2023-02-20 16:12:14.914440108,2023-02
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Accessories,36.0,2,0.0,6.48,2022-11-13 16:20:01.801260884,2022-11
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Accessories,239.96,4,0.0,115.1808,2022-03-01 05:40:13.329330531,2022-03
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Storage,40.68,2,0.0,0.4068,2022-02-16 16:31:42.131492044,2022-02
Standard Class,Consumer,United States,Miami,Florida,33142,South,Furniture,Chairs,419.136,4,0.2,-68.1096,2022-12-21 09:30:38.366856800,2022-12
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Envelopes,23.472,3,0.2,7.6284,2022-12-19 13:44:24.064845392,2022-12
Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,3.592,4,0.8,-6.286,2023-06-10 05:56:38.979285496,2023-06
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,23.976,3,0.2,-5.6943,2022-05-02 18:07:40.402281596,2022-05
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,6.264,3,0.2,2.0358,2023-10-14 02:07:05.818072648,2023-10
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Appliances,20.808,3,0.2,1.8207,2023-02-26 01:45:54.848393872,2023-02
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,218.352,3,0.2,-19.1058,2022-10-31 16:41:12.770939656,2022-10
First Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,18.16,2,0.2,1.816,2022-01-01 21:00:35.664965475,2022-01
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Supplies,7.36,2,0.0,0.1472,2022-10-19 00:02:35.628940256,2022-10
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Labels,41.4,4,0.0,19.872,2022-12-15 09:56:34.656259380,2022-12
Same Day,Home Office,United States,San Francisco,California,94122,West,Furniture,Bookcases,411.332,4,0.15,-4.8392,2023-04-24 15:09:59.819873912,2023-04
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,7.656,4,0.7,-6.1248,2023-07-01 00:55:46.022215552,2023-07
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,63.92,2,0.2,19.176,2022-11-18 01:23:00.126088260,2022-11
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,6.56,2,0.0,1.9024,2022-01-06 16:33:51.822275592,2022-01
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,7.83,3,0.0,3.6018,2022-03-03 15:26:51.407985590,2022-03
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,41.9,2,0.0,8.799,2022-04-06 04:49:38.564995497,2022-04
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,664.146,6,0.1,88.5528,2023-06-25 13:37:03.116181328,2023-06
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,8.96,2,0.0,4.3904,2022-03-29 00:44:05.691984389,2022-03
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,3.312,1,0.2,0.6624,2023-08-16 01:42:01.404983488,2023-08
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,20.136,3,0.2,1.2585,2022-06-21 22:41:45.193635544,2022-06
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,8.856,3,0.2,2.8782,2022-01-05 02:02:46.436505553,2022-01
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,859.2,4,0.4,-186.16,2022-04-02 08:02:01.044731312,2022-04
Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,61.96,2,0.0,27.882,2022-08-01 13:54:20.642449716,2022-08
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,17.92,4,0.0,8.6016,2022-09-20 14:58:19.489642748,2022-09
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,145.9,5,0.0,62.737,2022-11-25 17:13:12.194536176,2022-11
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,56.704,2,0.2,19.1376,2023-05-14 13:08:31.197838488,2023-05
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,11.12,2,0.2,3.475,2023-09-15 03:02:25.902131488,2023-09
Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,32.896,4,0.2,11.1024,2022-04-04 00:18:09.402581807,2022-04
Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,22.776,3,0.2,7.6869,2022-10-04 13:22:47.157009908,2022-10
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,239.97,3,0.0,2.3997,2022-03-08 23:15:28.369858901,2022-03
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,160.32,2,0.0,44.8896,2023-01-03 14:24:36.313419392,2023-01
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,128.85,3,0.0,3.8655,2023-05-02 10:30:17.832482736,2023-05
Second Class,Corporate,United States,Huntsville,Alabama,35810,South,Technology,Accessories,1319.96,4,0.0,527.984,2022-01-17 04:40:59.801861303,2022-01
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,239.96,10,0.3,-10.284,2022-05-02 23:22:49.318522966,2022-05
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,54.768,2,0.2,6.846,2023-06-25 10:06:57.172020416,2023-06
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,13.392,3,0.2,3.1806,2023-08-29 10:06:05.295706992,2023-08
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,23.92,5,0.2,8.671,2022-04-07 10:35:29.090363254,2022-04
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,255.968,4,0.2,-28.7964,2022-01-25 22:46:56.451516061,2022-01
First Class,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Binders,21.552,6,0.2,7.0044,2022-08-02 10:54:56.307415192,2022-08
First Class,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Appliances,58.24,4,0.0,15.7248,2023-09-03 10:54:30.369258480,2023-09
First Class,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper,80.28,12,0.0,36.9288,2022-11-23 16:11:48.976283396,2022-11
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Art,9.78,2,0.0,4.0098,2022-08-30 09:28:54.614229960,2022-08
Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Office Supplies,Fasteners,1.81,1,0.0,0.6516,2023-02-18 16:55:54.668267788,2023-02
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,37.94,2,0.0,18.2112,2023-10-31 14:18:59.117382168,2023-10
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,79.96,5,0.2,27.986,2022-11-25 10:13:00.306214348,2022-11
Standard Class,Corporate,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Paper,115.296,3,0.2,40.3536,2023-08-20 03:44:47.841489040,2023-08
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,2479.96,4,0.0,743.988,2022-09-07 22:19:42.347643352,2022-09
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,179.94,6,0.0,75.5748,2022-01-14 13:39:12.806964875,2022-01
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,26.85,3,0.0,5.1015,2022-05-16 21:47:16.985890122,2022-05
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,323.37,3,0.0,129.348,2023-02-05 08:31:50.777544280,2023-02
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,59.94,3,0.0,28.1718,2022-09-26 12:47:20.228159712,2022-09
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,64.14,3,0.0,30.7872,2023-12-08 07:29:35.682978080,2023-12
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,11.67,3,0.0,5.6016,2023-09-30 10:42:50.039027320,2023-09
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,12.96,2,0.0,6.2208,2023-11-20 01:47:12.662864000,2023-11
Standard Class,Consumer,United States,Norfolk,Nebraska,68701,Central,Office Supplies,Binders,17.43,3,0.0,8.0178,2022-03-21 00:08:38.763134194,2022-03
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,181.986,2,0.3,-54.5958,2022-05-20 16:49:51.534073852,2022-05
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1.592,2,0.8,-2.6268,2022-09-05 02:02:46.436505552,2022-09
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Supplies,22.344,3,0.2,2.5137,2022-04-12 20:09:09.024317022,2022-04
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Tables,455.97,6,0.5,-218.8656,2022-03-29 07:44:17.580306214,2022-03
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,10.44,6,0.7,-7.656,2023-07-10 16:02:18.336835784,2023-07
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,5.214,2,0.7,-4.1712,2023-03-15 20:58:00.036025216,2023-03
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Storage,67.4,5,0.0,17.524,2022-05-08 07:11:26.280396278,2022-05
First Class,Consumer,United States,Draper,Utah,84020,West,Furniture,Furnishings,25.16,2,0.0,10.5672,2023-09-08 22:13:13.275292704,2023-09
First Class,Consumer,United States,Draper,Utah,84020,West,Technology,Phones,126.56,4,0.2,47.46,2022-05-31 18:57:23.290303212,2022-05
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Appliances,43.68,3,0.0,11.7936,2023-01-02 03:23:36.871810268,2023-01
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,139.93,7,0.0,34.9825,2022-09-23 13:00:18.372861004,2022-09
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Art,2.672,1,0.2,0.334,2022-01-12 00:22:28.784148904,2022-01
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,16.656,6,0.2,-3.123,2022-02-23 02:36:03.674572200,2022-02
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Accessories,79.512,3,0.2,20.8719,2022-08-19 23:06:49.606724708,2022-08
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,2022-06-25 19:29:22.713899730,2022-06
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Bookcases,67.9932,1,0.32,-12.9987,2022-02-27 04:38:50.111077754,2022-02
Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Furnishings,10.16,2,0.0,3.4544,2022-11-26 22:59:02.719903932,2022-11
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Furniture,Furnishings,6.16,2,0.0,1.9712,2023-09-03 00:24:12.536775744,2023-09
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,56.3,2,0.0,15.764,2023-09-08 18:43:07.331131792,2023-09
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,6.48,1,0.0,3.1104,2023-02-17 09:25:01.170819572,2023-02
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Storage,1325.85,5,0.0,238.653,2023-11-20 15:47:36.439507656,2023-11
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Labels,14.94,3,0.0,6.8724,2023-01-11 13:15:00.270189132,2023-01
Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,34.54,1,0.0,17.27,2022-07-11 17:10:10.627439208,2022-07
Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Technology,Copiers,2999.95,5,0.0,1439.976,2022-12-21 20:00:56.199339536,2022-12
Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,64.12,4,0.0,30.7776,2023-02-22 13:43:32.188531968,2023-02
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,19.456,4,0.2,2.1888,2022-02-07 20:40:42.509756829,2022-02
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Machines,209.986,2,0.3,8.9994,2023-12-22 18:09:24.154908432,2023-12
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,29.76,5,0.2,1.86,2023-05-27 07:32:11.311918344,2023-05
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,89.768,1,0.3,-2.5648,2022-12-20 21:15:17.562293604,2022-12
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Copiers,959.984,2,0.2,335.9944,2023-05-17 21:40:47.913539480,2023-05
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,2023-02-21 06:12:38.691083760,2023-02
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Phones,34.36,1,0.2,-7.3015,2023-04-11 13:46:07.817472232,2023-04
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,98.376,3,0.2,35.6613,2023-12-19 09:37:07.439207448,2023-12
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,29.94,4,0.7,-23.952,2022-04-16 16:56:46.544581206,2022-04
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,17.472,3,0.2,5.6784,2022-07-28 22:21:52.038426900,2022-07
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,36.738,1,0.4,-9.1845,2023-01-10 03:59:03.800660460,2023-01
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,179.94,2,0.4,-44.985,2023-03-05 01:50:40.168117680,2023-03
Standard Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,383.64,6,0.0,122.7648,2023-12-06 06:28:12.464725304,2023-12
Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Appliances,56.52,3,0.0,15.8256,2023-02-10 04:05:06.934854396,2023-02
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,6.56,2,0.0,1.9024,2022-07-03 06:04:25.866106274,2022-07
Second Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,243.92,5,0.2,-15.245,2023-03-16 12:43:26.784749320,2023-03
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,47.52,9,0.0,22.8096,2022-08-27 13:11:58.703092164,2022-08
Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,19.98,1,0.0,8.5914,2022-09-27 16:48:07.781447012,2022-09
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Art,8.0,5,0.0,3.44,2023-01-04 02:39:57.117982588,2023-01
Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,6.16,2,0.0,1.9712,2023-03-21 03:01:34.025818072,2023-03
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,83.56,4,0.0,1.6712,2022-08-11 05:00:52.957069948,2022-08
Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,546.06,3,0.0,163.818,2022-01-12 07:22:40.672470729,2022-01
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,269.49,3,0.0,5.3898,2022-01-05 16:03:10.213149204,2022-01
First Class,Consumer,United States,Lancaster,California,93534,West,Office Supplies,Fasteners,10.9,5,0.0,3.597,2023-04-07 09:58:18.408886216,2023-04
Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Binders,6.096,2,0.2,2.2098,2023-01-18 02:49:27.757430200,2023-01
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,34.05,3,0.0,9.534,2023-06-19 14:02:59.405583912,2023-06
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,352.38,2,0.0,81.0474,2023-01-10 09:14:12.716901832,2023-01
Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Furniture,Chairs,245.98,2,0.0,27.0578,2022-05-31 03:11:56.541579106,2022-05
Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,18.94,1,0.0,9.47,2022-02-26 23:23:41.194836385,2022-02
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,59.913,7,0.7,-45.9333,2022-01-19 09:12:28.964274992,2022-01
Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,391.98,2,0.0,109.7544,2023-07-12 15:18:38.583008104,2023-07
Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,437.85,3,0.0,131.355,2022-05-19 07:33:55.064545182,2022-05
Standard Class,Consumer,United States,Concord,New Hampshire,3301,East,Office Supplies,Binders,68.62,2,0.0,32.2514,2022-08-13 16:32:34.007805464,2022-08
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Supplies,25.02,3,0.0,6.5052,2022-10-04 15:07:50.129090364,2022-10
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,10.71,3,0.0,2.7846,2023-03-09 23:08:59.297508256,2023-03
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,55.984,2,0.2,4.1988,2023-11-16 06:44:38.114680272,2023-11
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,14.48,5,0.2,4.887,2022-02-23 14:51:24.479135395,2022-02
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,142.488,3,0.2,-3.5622,2022-06-19 18:10:16.031221856,2022-06
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,14.16,1,0.2,1.062,2023-11-17 07:15:19.723806664,2023-11
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,79.92,5,0.2,27.972,2023-09-06 12:26:35.196637648,2023-09
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,590.352,6,0.2,206.6232,2023-08-27 14:19:50.993695584,2023-08
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Furnishings,17.088,2,0.2,1.068,2022-04-19 18:28:51.371960372,2022-04
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Chairs,98.392,1,0.2,-11.0691,2022-04-20 01:29:03.260282198,2022-04
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,11.05,5,0.0,2.9835,2022-07-01 06:48:05.619933954,2022-07
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Appliances,7.78,2,0.0,2.0228,2023-04-05 15:57:07.078955272,2023-04
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,659.9,2,0.0,217.767,2023-05-26 08:46:32.674872408,2023-05
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Technology,Accessories,53.04,3,0.2,-4.641,2023-07-16 10:21:13.131191832,2023-07
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,843.9,2,0.0,371.316,2023-04-06 12:57:42.743920744,2023-04
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,1496.16,9,0.0,224.424,2023-04-10 11:30:23.236265384,2023-04
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,117.96,2,0.0,5.898,2022-07-26 14:20:16.931852296,2022-07
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,21.3,5,0.0,8.733,2022-08-10 02:45:08.375863104,2022-08
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Appliances,1040.8,5,0.0,281.016,2023-10-24 22:59:28.658060640,2023-10
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,29.34,6,0.0,7.9218,2023-10-06 10:16:53.749624736,2023-10
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,19.52,2,0.2,5.368,2022-04-15 07:40:50.075052536,2022-04
First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,443.92,4,0.0,8.8784,2023-09-16 12:18:22.371660160,2023-09
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Technology,Accessories,499.95,5,0.0,174.9825,2023-10-09 01:18:40.744521168,2023-10
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,Art,3.04,1,0.0,1.0336,2023-12-15 07:34:21.002701888,2023-12
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Chairs,201.96,2,0.0,50.49,2022-07-01 22:33:32.368658060,2022-07
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Furnishings,68.64,11,0.0,17.16,2023-06-14 07:59:25.415791056,2023-06
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,100.0,4,0.0,21.0,2022-12-09 05:07:22.029420596,2022-12
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,359.98,2,0.0,21.5988,2022-01-19 10:57:31.936355448,2022-01
Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,6.16,2,0.0,2.9568,2022-03-17 20:51:30.963674572,2022-03
Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Tables,2348.82,9,0.0,399.2994,2023-07-13 08:49:08.303812672,2023-07
Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Labels,13.872,6,0.2,4.6818,2022-09-01 15:45:26.748724108,2022-09
Standard Class,Corporate,United States,Miami,Florida,33180,South,Furniture,Chairs,273.552,3,0.2,-13.6776,2022-06-30 04:32:21.038727108,2022-06
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,815.292,9,0.4,-339.705,2022-06-11 08:49:34.241969378,2022-06
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Accessories,234.45,3,0.0,103.158,2022-02-14 01:29:55.136595617,2022-02
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Tables,1256.22,6,0.0,75.3732,2022-05-14 05:00:27.018913240,2022-05
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Binders,17.46,2,0.0,8.2062,2023-08-23 17:32:13.473431400,2023-08
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,10.528,7,0.2,3.6848,2023-09-01 01:07:52.290603424,2023-09
First Class,Home Office,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Binders,152.8,5,0.0,76.4,2023-05-10 18:05:56.649654760,2023-05
Standard Class,Home Office,United States,La Mesa,California,91941,West,Office Supplies,Binders,82.56,5,0.2,28.896,2023-08-13 05:25:05.493845688,2023-08
Standard Class,Home Office,United States,La Mesa,California,91941,West,Technology,Accessories,284.97,3,0.0,85.491,2023-12-16 08:05:02.611828280,2023-12
Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Furniture,Furnishings,60.84,3,0.0,23.1192,2023-02-19 19:11:39.249474632,2023-02
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Chairs,1325.76,6,0.2,149.148,2023-10-15 09:37:59.315520864,2023-10
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Chairs,572.16,3,0.2,35.76,2023-08-07 04:05:58.811167816,2023-08
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,28.8,9,0.2,10.08,2022-07-24 16:48:59.657760432,2022-07
First Class,Home Office,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,11.12,4,0.0,2.8912,2023-04-03 02:40:23.056139296,2023-04
Second Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,7.04,4,0.0,3.0976,2023-12-30 09:59:36.223356352,2023-12
Second Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Envelopes,17.94,3,0.0,8.7906,2023-12-02 02:40:23.056139296,2023-12
